consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
21.8,False,2,Apartamento,8,Eficiente
526.8,True,23,Casa,11,Ineficiente
48.8,True,4,Apartamento,2,Eficiente
312.3,True,19,Casa,3,Moderado
112.5,False,7,Casa,8,Moderado
156.1,True,9,Apartamento,9,Ineficiente
116.2,True,8,Apartamento,5,Moderado
450.5,True,20,Casa,8,Ineficiente
24.6,True,2,Apartamento,0,Eficiente
107.6,False,10,Apartamento,3,Eficiente
248.1,False,8,Comercial,12,Ineficiente
101.6,False,8,Apartamento,7,Eficiente
127.6,True,6,Casa,11,Ineficiente
486.2,True,22,Casa,2,Ineficiente
177.0,False,10,Casa,3,Eficiente
197.6,False,11,Apartamento,12,Moderado
309.5,True,10,Comercial,12,Ineficiente
372.6,True,24,Casa,11,Ineficiente
160.9,False,9,Casa,4,Moderado
117.0,False,9,Casa,10,Eficiente
149.0,False,9,Apartamento,5,Eficiente
95.9,False,9,Apartamento,10,Eficiente
63.7,True,4,Casa,11,Ineficiente
280.6,True,15,Casa,5,Ineficiente
20.3,True,2,Apartamento,3,Eficiente
94.2,False,7,Casa,12,Eficiente
93.9,False,6,Apartamento,5,Eficiente
107.0,True,8,Casa,5,Eficiente
337.3,False,19,Casa,8,Moderado
406.4,True,15,Comercial,12,Ineficiente
361.5,True,24,Casa,1,Eficiente
146.4,True,10,Casa,12,Ineficiente
479.4,False,23,Casa,5,Moderado
68.6,False,3,Casa,0,Moderado
183.5,False,13,Casa,4,Eficiente
459.3,False,20,Casa,6,Ineficiente
266.3,False,14,Casa,8,Moderado
449.2,False,23,Casa,7,Moderado
141.9,False,9,Apartamento,1,Eficiente
31.4,True,2,Apartamento,6,Moderado
407.6,False,19,Casa,3,Moderado
53.5,False,3,Casa,3,Eficiente
271.3,False,19,Apartamento,9,Eficiente
482.9,True,18,Comercial,10,Ineficiente
480.8,False,21,Comercial,2,Moderado
257.1,False,13,Casa,7,Moderado
285.2,True,22,Casa,5,Eficiente
77.9,False,5,Casa,4,Eficiente
149.8,True,11,Casa,9,Moderado
45.6,True,4,Apartamento,3,Eficiente
370.5,True,19,Casa,9,Ineficiente
349.0,False,18,Casa,5,Moderado
342.9,False,20,Casa,1,Eficiente
200.6,True,19,Apartamento,10,Eficiente
155.5,False,9,Casa,11,Moderado
38.3,True,3,Apartamento,7,Moderado
468.8,True,23,Casa,9,Ineficiente
408.5,False,13,Comercial,1,Ineficiente
71.6,False,4,Casa,4,Moderado
319.5,False,23,Apartamento,4,Eficiente
921.4,False,24,Comercial,9,Ineficiente
415.4,False,12,Comercial,4,Ineficiente
265.5,True,19,Apartamento,9,Moderado
27.7,True,2,Apartamento,3,Eficiente
40.1,True,4,Apartamento,7,Eficiente
141.7,False,8,Apartamento,2,Eficiente
272.8,False,17,Casa,7,Moderado
59.7,False,5,Apartamento,1,Eficiente
36.4,True,2,Apartamento,9,Ineficiente
576.9,True,17,Comercial,0,Ineficiente
249.1,False,19,Casa,12,Eficiente
252.1,False,19,Casa,10,Eficiente
200.3,True,20,Apartamento,7,Eficiente
381.5,True,20,Casa,11,Ineficiente
200.6,True,15,Casa,10,Moderado
294.8,True,13,Casa,1,Ineficiente
477.1,True,21,Casa,9,Ineficiente
185.0,True,10,Casa,4,Moderado
77.0,False,4,Casa,11,Ineficiente
299.3,True,19,Casa,11,Ineficiente
106.3,True,8,Casa,12,Moderado
493.5,True,24,Casa,5,Ineficiente
117.2,False,11,Apartamento,2,Eficiente
284.0,True,21,Casa,1,Eficiente
53.2,True,2,Comercial,2,Ineficiente
360.8,True,17,Comercial,12,Ineficiente
207.5,False,12,Casa,7,Moderado
242.9,False,12,Casa,4,Moderado
132.3,True,8,Apartamento,5,Moderado
357.0,True,24,Apartamento,2,Eficiente
186.1,True,11,Apartamento,7,Ineficiente
277.5,False,21,Apartamento,5,Eficiente
186.2,False,11,Apartamento,10,Moderado
42.2,True,3,Apartamento,0,Eficiente
330.2,True,22,Casa,12,Ineficiente
106.4,False,6,Apartamento,0,Eficiente
124.6,False,8,Casa,5,Eficiente
210.4,True,21,Apartamento,4,Eficiente
558.1,True,22,Comercial,9,Ineficiente
380.9,True,23,Casa,8,Ineficiente
140.3,False,11,Apartamento,2,Eficiente
347.1,False,19,Casa,6,Moderado
155.0,False,9,Apartamento,6,Moderado
299.4,False,19,Casa,6,Eficiente
394.9,True,13,Comercial,0,Ineficiente
48.8,True,3,Casa,2,Moderado
393.7,True,11,Comercial,6,Ineficiente
133.5,False,12,Apartamento,3,Eficiente
74.7,False,7,Apartamento,7,Eficiente
140.3,True,10,Apartamento,2,Eficiente
200.8,True,13,Apartamento,9,Moderado
106.0,False,3,Comercial,2,Ineficiente
94.8,False,5,Casa,8,Moderado
309.7,False,19,Apartamento,10,Moderado
168.4,True,10,Casa,4,Moderado
151.1,False,15,Apartamento,1,Eficiente
207.8,False,15,Casa,0,Eficiente
141.8,False,14,Apartamento,4,Eficiente
138.2,False,11,Apartamento,1,Eficiente
233.4,False,13,Casa,11,Moderado
255.9,False,20,Apartamento,12,Eficiente
348.2,False,24,Apartamento,12,Moderado
96.9,True,7,Apartamento,11,Moderado
338.7,True,17,Casa,7,Ineficiente
369.7,False,24,Apartamento,4,Eficiente
53.5,False,2,Comercial,5,Ineficiente
326.8,True,20,Casa,3,Moderado
246.0,True,13,Casa,10,Ineficiente
457.0,False,24,Casa,5,Moderado
186.7,False,15,Apartamento,5,Eficiente
339.5,False,21,Casa,8,Moderado
78.1,True,5,Apartamento,4,Moderado
76.2,False,5,Apartamento,4,Eficiente
323.3,False,23,Casa,2,Eficiente
405.1,True,14,Comercial,0,Ineficiente
242.2,True,14,Apartamento,0,Moderado
65.0,False,5,Casa,5,Eficiente
152.9,True,7,Casa,12,Ineficiente
287.2,False,20,Casa,3,Eficiente
144.6,False,8,Casa,8,Moderado
257.7,False,15,Casa,4,Eficiente
190.6,True,9,Comercial,3,Ineficiente
179.9,False,8,Casa,2,Moderado
87.6,True,5,Casa,7,Ineficiente
409.8,False,23,Apartamento,8,Moderado
280.8,True,23,Apartamento,4,Eficiente
146.4,False,4,Comercial,6,Ineficiente
175.5,False,10,Apartamento,6,Moderado
260.6,True,14,Casa,3,Moderado
147.9,True,10,Casa,8,Moderado
600.0,False,18,Comercial,7,Ineficiente
100.9,True,7,Apartamento,0,Eficiente
114.0,True,3,Comercial,6,Ineficiente
156.1,False,9,Casa,5,Moderado
387.5,False,15,Comercial,10,Ineficiente
65.8,False,6,Apartamento,3,Eficiente
402.9,True,20,Casa,12,Ineficiente
36.0,False,2,Apartamento,7,Moderado
30.1,False,3,Apartamento,1,Eficiente
267.8,True,13,Casa,5,Ineficiente
293.9,True,13,Casa,11,Ineficiente
83.4,True,8,Apartamento,3,Eficiente
96.5,True,7,Casa,9,Moderado
60.2,False,3,Casa,10,Ineficiente
333.2,True,17,Casa,9,Ineficiente
133.4,False,10,Casa,1,Eficiente
144.1,True,4,Comercial,4,Ineficiente
156.2,True,11,Apartamento,4,Moderado
515.1,True,23,Casa,4,Ineficiente
294.4,False,8,Comercial,11,Ineficiente
783.8,False,22,Comercial,0,Ineficiente
127.2,True,7,Casa,7,Ineficiente
71.5,True,6,Apartamento,12,Moderado
126.5,True,7,Casa,11,Ineficiente
205.3,False,9,Comercial,7,Ineficiente
61.3,True,4,Apartamento,12,Ineficiente
163.9,False,15,Apartamento,5,Eficiente
163.1,True,9,Casa,7,Ineficiente
395.6,True,18,Comercial,7,Ineficiente
205.9,False,13,Casa,0,Eficiente
181.3,False,12,Casa,0,Eficiente
231.6,True,12,Casa,11,Ineficiente
82.0,False,5,Apartamento,2,Eficiente
237.9,True,18,Casa,4,Eficiente
145.2,True,4,Comercial,8,Ineficiente
306.5,True,18,Apartamento,7,Ineficiente
391.1,False,24,Casa,6,Eficiente
374.6,False,19,Casa,12,Ineficiente
203.4,True,12,Casa,10,Ineficiente
99.9,False,9,Apartamento,12,Eficiente
313.3,False,22,Apartamento,8,Eficiente
94.7,False,7,Casa,12,Eficiente
223.3,False,13,Apartamento,7,Moderado
429.1,False,19,Casa,7,Ineficiente
384.1,False,23,Apartamento,10,Moderado
715.9,True,23,Comercial,11,Ineficiente
57.9,True,4,Apartamento,0,Eficiente
397.6,False,22,Apartamento,11,Moderado
47.5,True,4,Apartamento,8,Eficiente
201.3,False,15,Casa,11,Eficiente
429.4,True,23,Casa,9,Ineficiente
274.6,False,17,Casa,12,Moderado
287.7,True,23,Apartamento,3,Eficiente
88.7,False,9,Apartamento,2,Eficiente
133.3,True,9,Apartamento,2,Eficiente
231.8,True,9,Comercial,3,Ineficiente
146.3,False,10,Casa,2,Eficiente
172.4,False,17,Apartamento,5,Eficiente
198.4,False,12,Casa,2,Eficiente
397.7,False,18,Casa,2,Moderado
138.9,True,11,Apartamento,6,Eficiente
299.0,False,9,Comercial,10,Ineficiente
96.9,True,6,Apartamento,1,Moderado
226.0,False,14,Casa,6,Eficiente
367.4,True,22,Apartamento,8,Ineficiente
421.5,True,21,Casa,9,Ineficiente
217.5,False,7,Comercial,1,Ineficiente
117.7,False,12,Apartamento,9,Eficiente
233.6,True,18,Casa,0,Eficiente
372.8,False,16,Casa,3,Moderado
63.1,False,3,Casa,4,Moderado
568.1,True,15,Comercial,11,Ineficiente
44.7,False,2,Casa,2,Moderado
39.9,True,4,Apartamento,10,Eficiente
279.7,True,17,Apartamento,12,Ineficiente
54.4,False,4,Apartamento,12,Eficiente
190.1,True,9,Casa,3,Ineficiente
316.8,True,15,Comercial,1,Ineficiente
267.1,False,17,Casa,2,Eficiente
193.3,True,12,Apartamento,9,Ineficiente
65.8,False,4,Apartamento,2,Eficiente
300.1,False,20,Apartamento,8,Eficiente
607.7,True,23,Comercial,4,Ineficiente
350.9,False,22,Casa,9,Moderado
340.5,True,19,Apartamento,7,Ineficiente
190.8,False,11,Casa,7,Moderado
383.4,True,22,Casa,10,Ineficiente
241.3,False,13,Casa,12,Ineficiente
85.1,True,5,Casa,4,Moderado
389.9,False,21,Casa,6,Moderado
155.4,True,9,Casa,8,Ineficiente
495.2,True,23,Casa,10,Ineficiente
174.4,False,10,Apartamento,6,Moderado
370.2,False,21,Apartamento,4,Moderado
261.7,False,14,Casa,11,Ineficiente
208.5,True,12,Casa,12,Ineficiente
161.7,True,8,Casa,7,Ineficiente
353.7,True,21,Apartamento,1,Moderado
56.0,True,3,Casa,3,Moderado
241.9,False,12,Casa,6,Moderado
207.0,False,10,Casa,9,Ineficiente
278.7,False,14,Casa,8,Moderado
144.6,True,7,Casa,10,Ineficiente
196.4,True,17,Apartamento,0,Eficiente
139.9,False,10,Apartamento,6,Eficiente
88.4,True,6,Apartamento,9,Moderado
58.9,False,6,Apartamento,12,Eficiente
305.8,True,18,Apartamento,1,Moderado
153.5,True,8,Casa,11,Ineficiente
98.0,False,9,Apartamento,0,Eficiente
266.5,True,16,Apartamento,2,Moderado
183.1,False,9,Casa,11,Ineficiente
161.7,True,10,Apartamento,10,Ineficiente
117.8,True,7,Casa,12,Ineficiente
152.8,True,9,Apartamento,7,Ineficiente
225.7,True,17,Apartamento,8,Moderado
437.8,False,14,Comercial,6,Ineficiente
504.3,True,24,Comercial,6,Ineficiente
289.1,False,19,Apartamento,6,Eficiente
31.7,False,2,Apartamento,3,Eficiente
145.6,True,10,Apartamento,11,Moderado
143.7,True,8,Casa,4,Moderado
249.1,True,15,Apartamento,7,Moderado
159.7,False,8,Casa,8,Moderado
374.5,False,24,Casa,6,Eficiente
183.7,True,8,Casa,7,Ineficiente
220.4,False,14,Apartamento,0,Eficiente
93.1,False,4,Casa,4,Ineficiente
508.0,True,22,Casa,5,Ineficiente
495.5,True,22,Casa,5,Ineficiente
415.2,False,20,Casa,11,Ineficiente
191.8,True,10,Casa,11,Ineficiente
33.7,True,3,Apartamento,9,Eficiente
332.4,True,18,Casa,4,Moderado
178.5,False,11,Apartamento,0,Eficiente
729.0,True,24,Comercial,9,Ineficiente
395.6,True,18,Casa,11,Ineficiente
193.0,True,14,Casa,6,Moderado
312.0,False,24,Apartamento,10,Eficiente
361.3,True,20,Casa,12,Ineficiente
207.2,False,12,Casa,7,Moderado
45.9,True,2,Comercial,2,Ineficiente
95.1,True,4,Comercial,0,Ineficiente
202.0,False,12,Apartamento,9,Moderado
249.6,False,14,Casa,7,Moderado
20.4,True,2,Apartamento,1,Eficiente
39.8,False,4,Apartamento,0,Eficiente
318.8,False,18,Casa,12,Moderado
212.4,True,19,Apartamento,4,Eficiente
40.4,False,2,Casa,4,Moderado
275.5,False,13,Casa,8,Ineficiente
35.2,True,3,Apartamento,4,Eficiente
341.9,False,18,Casa,11,Ineficiente
299.6,True,21,Casa,8,Moderado
259.4,True,21,Apartamento,4,Eficiente
555.0,False,15,Comercial,3,Ineficiente
229.9,False,16,Apartamento,11,Moderado
396.6,False,23,Apartamento,7,Moderado
400.9,False,16,Comercial,11,Ineficiente
194.0,False,12,Casa,4,Eficiente
336.0,True,19,Casa,0,Moderado
266.8,False,15,Casa,11,Moderado
490.9,False,21,Casa,3,Moderado
150.7,False,14,Apartamento,10,Eficiente
457.8,False,21,Casa,9,Ineficiente
65.8,True,3,Casa,3,Ineficiente
37.1,True,2,Casa,9,Ineficiente
65.3,True,4,Casa,1,Moderado
424.8,True,14,Comercial,5,Ineficiente
283.7,False,18,Casa,4,Eficiente
127.4,False,6,Casa,8,Ineficiente
89.9,True,5,Casa,6,Ineficiente
474.6,True,21,Casa,7,Ineficiente
285.6,False,19,Apartamento,6,Eficiente
290.5,True,16,Casa,9,Ineficiente
198.5,True,11,Casa,9,Ineficiente
34.8,True,2,Apartamento,0,Moderado
68.1,True,6,Apartamento,1,Eficiente
395.5,False,22,Apartamento,9,Moderado
149.6,True,9,Apartamento,2,Moderado
306.5,False,18,Apartamento,10,Moderado
320.7,True,18,Casa,1,Moderado
194.8,True,9,Casa,1,Ineficiente
74.3,False,6,Apartamento,12,Eficiente
354.1,True,17,Casa,2,Ineficiente
43.9,True,4,Apartamento,11,Eficiente
206.9,False,13,Casa,4,Eficiente
298.0,False,22,Apartamento,10,Eficiente
482.4,True,18,Comercial,12,Ineficiente
248.0,True,19,Apartamento,1,Eficiente
107.3,False,3,Comercial,4,Ineficiente
71.7,False,6,Apartamento,7,Eficiente
275.3,False,8,Comercial,11,Ineficiente
107.2,False,8,Casa,2,Eficiente
125.2,False,6,Casa,2,Moderado
394.9,True,24,Apartamento,4,Moderado
84.7,True,5,Casa,2,Moderado
367.2,False,18,Casa,3,Moderado
562.1,False,15,Comercial,1,Ineficiente
264.4,False,16,Apartamento,10,Moderado
100.9,False,6,Casa,10,Moderado
160.5,True,9,Casa,1,Moderado
315.3,False,15,Casa,6,Moderado
126.1,False,8,Casa,8,Moderado
603.0,True,17,Comercial,8,Ineficiente
32.3,False,2,Casa,12,Moderado
63.9,False,3,Casa,8,Ineficiente
189.5,True,18,Apartamento,8,Eficiente
209.3,False,16,Casa,0,Eficiente
46.7,False,2,Casa,1,Moderado
376.3,False,22,Apartamento,8,Moderado
34.4,True,2,Apartamento,11,Ineficiente
876.8,False,23,Comercial,5,Ineficiente
242.7,False,18,Apartamento,8,Eficiente
376.7,False,24,Casa,2,Eficiente
250.5,True,23,Apartamento,5,Eficiente
270.2,False,9,Comercial,9,Ineficiente
221.3,False,19,Apartamento,8,Eficiente
227.0,False,6,Comercial,1,Ineficiente
118.0,False,12,Apartamento,11,Eficiente
165.0,True,7,Comercial,12,Ineficiente
198.4,False,13,Casa,6,Eficiente
252.4,True,22,Apartamento,4,Eficiente
180.5,False,12,Casa,6,Eficiente
61.2,True,4,Apartamento,10,Ineficiente
113.0,False,9,Apartamento,5,Eficiente
641.4,True,20,Comercial,0,Ineficiente
481.3,False,13,Comercial,0,Ineficiente
267.5,False,14,Casa,10,Ineficiente
172.0,True,11,Apartamento,10,Ineficiente
103.0,True,8,Apartamento,10,Moderado
214.9,False,15,Casa,1,Eficiente
257.0,False,16,Casa,2,Eficiente
506.3,True,22,Casa,5,Ineficiente
240.4,True,16,Apartamento,3,Moderado
374.3,True,24,Casa,5,Moderado
611.4,False,21,Comercial,7,Ineficiente
64.9,False,3,Casa,3,Moderado
363.4,True,11,Comercial,1,Ineficiente
186.6,False,10,Casa,5,Moderado
34.5,False,2,Apartamento,9,Moderado
119.2,False,6,Casa,8,Moderado
288.8,True,19,Apartamento,4,Moderado
113.9,True,10,Apartamento,4,Eficiente
114.6,True,5,Comercial,7,Ineficiente
143.3,True,8,Apartamento,2,Moderado
152.5,True,8,Casa,10,Ineficiente
102.5,True,6,Casa,11,Ineficiente
75.8,True,4,Casa,0,Moderado
252.1,False,19,Casa,12,Eficiente
334.1,True,20,Apartamento,0,Moderado
151.1,False,13,Apartamento,5,Eficiente
264.9,True,16,Apartamento,8,Ineficiente
704.2,False,23,Comercial,4,Ineficiente
254.6,True,21,Apartamento,2,Eficiente
20.1,False,2,Apartamento,0,Eficiente
492.5,False,23,Casa,9,Ineficiente
43.5,True,3,Casa,0,Eficiente
20.5,False,2,Apartamento,6,Eficiente
380.7,True,11,Comercial,5,Ineficiente
311.2,False,19,Casa,12,Moderado
39.2,True,3,Apartamento,12,Moderado
95.0,True,8,Apartamento,10,Moderado
175.0,True,8,Casa,9,Ineficiente
173.9,False,11,Casa,7,Moderado
594.8,True,24,Comercial,4,Ineficiente
111.6,False,9,Apartamento,2,Eficiente
88.8,True,6,Casa,12,Ineficiente
106.9,True,4,Comercial,5,Ineficiente
81.0,True,6,Casa,5,Eficiente
119.3,False,5,Comercial,1,Moderado
256.6,False,15,Casa,3,Eficiente
189.1,True,11,Apartamento,8,Ineficiente
171.8,False,13,Casa,5,Eficiente
312.8,True,21,Casa,7,Moderado
560.3,True,15,Comercial,2,Ineficiente
111.1,False,5,Casa,1,Moderado
199.4,True,10,Casa,11,Ineficiente
136.8,True,9,Casa,5,Moderado
